it global_time dt rho m1 m2 m3 e b1 b2 b3 c1 c2 c3 c4 c5 c6 n1 n2 n3 n4 n5 n6 | Xload Xmemory 'Cell_Updates /second/core' 'Active_Blocks/Core' 'Wct Per Code Time [s]' 'TimeToFinish [hrs]'
     130  8.35162702E-01  7.23911700E-03   9.00000000E+05  8.17200311E-14  4.33278413E-12  5.68274065E-15  6.03451354E+05 -3.90806094E-15 -2.96014298E-16 -2.96334452E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.69E+05  2.00E+00  1.25E+00  6.42E-03
     132  8.48011359E-01  7.23911686E-03   9.00000000E+05  4.97466651E-14  4.44302928E-12  8.51400080E-15  6.03451375E+05 -4.37535208E-15 -2.98182702E-16 -3.06676495E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.69E+05  2.00E+00  1.26E+00  6.44E-03
     134  8.60860016E-01  7.23911672E-03   9.00000000E+05  1.20799502E-13  4.36313485E-12  5.86959443E-15  6.03451396E+05 -4.57565843E-15 -2.89238035E-16 -3.17073943E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.70E+05  2.00E+00  1.25E+00  6.38E-03
     136  8.73708673E-01  7.23911658E-03   9.00000000E+05  3.90880904E-14  4.37646447E-12  1.50536220E-15  6.03451417E+05 -4.41329915E-15 -2.65331377E-16 -3.27579405E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.71E+05  2.00E+00  1.24E+00  6.34E-03
     138  8.86557330E-01  7.23911644E-03   9.00000000E+05  2.48744710E-14  4.09855483E-12 -3.58344912E-15  6.03451437E+05 -3.74190696E-15 -2.10768902E-16 -3.38165224E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.57E+05  2.00E+00  1.35E+00  6.90E-03
     140  8.99405987E-01  7.23911630E-03   9.00000000E+05  1.49220263E-13  4.07746059E-12 -8.82153813E-15  6.03451458E+05 -2.60826517E-15 -8.65193334E-17 -3.48741993E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.53E+05  2.00E+00  1.39E+00  7.09E-03
     142  9.12254644E-01  7.23911616E-03   9.00000000E+05  1.03028453E-13  4.07665568E-12 -1.28332878E-14  6.03451479E+05 -1.42458744E-15  1.05492871E-16 -3.59362628E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.54E+05  2.00E+00  1.38E+00  7.03E-03
     144  9.25103301E-01  7.23911603E-03   9.00000000E+05  1.56315580E-13  4.27123614E-12 -1.27846545E-14  6.03451500E+05 -4.62086966E-16  3.57054880E-16 -3.70119486E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.69E+05  2.00E+00  1.26E+00  6.42E-03
     146  9.37951958E-01  7.23911589E-03   9.00000000E+05  4.12122945E-13  4.38889897E-12 -7.73855060E-15  6.03451521E+05  4.34710861E-16  6.78737665E-16 -3.80954596E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.77E+05  2.00E+00  1.20E+00  6.12E-03
     148  9.50800615E-01  7.23911575E-03   9.00000000E+05  3.02002509E-13  4.59857152E-12 -3.29780758E-15  6.03451542E+05  1.27176915E-15  1.12182399E-15 -3.91798504E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.75E+05  2.00E+00  1.21E+00  6.17E-03
     150  9.63649272E-01  7.23911561E-03   9.00000000E+05  3.19771336E-13  4.66791883E-12  1.88760276E-15  6.03451562E+05  1.83029590E-15  1.61483782E-15 -4.02766634E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.73E+05  2.00E+00  1.23E+00  6.25E-03
     152  9.76497929E-01  7.23911546E-03   9.00000000E+05  4.90303924E-13  4.92396401E-12  1.15859742E-14  6.03451583E+05  2.21166401E-15  2.14986449E-15 -4.13794162E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.56E+05  2.00E+00  1.36E+00  6.93E-03
     154  9.89346586E-01  7.23911531E-03   9.00000000E+05  5.82685891E-13  4.91876331E-12  2.17084617E-14  6.03451604E+05  2.66599893E-15  2.66507736E-15 -4.24901093E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.57E+05  2.00E+00  1.36E+00  6.88E-03
     156  1.00219524E+00  7.23911516E-03   9.00000000E+05  6.46644630E-13  5.18746157E-12  3.21880618E-14  6.03451625E+05  3.33348800E-15  3.10564291E-15 -4.35981864E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.56E+05  2.00E+00  1.36E+00  6.88E-03
     158  1.01504390E+00  7.23911499E-03   9.00000000E+05  5.04537547E-13  5.54152904E-12  4.32424753E-14  6.03451646E+05  3.94947746E-15  3.42027838E-15 -4.47043862E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.67E+05  2.00E+00  1.27E+00  6.45E-03
     160  1.02789256E+00  7.23911480E-03   9.00000000E+05  4.86778424E-13  1.46626461E-12  5.03008381E-14  6.03451667E+05  4.39015144E-15  3.56539884E-15 -4.58024402E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.69E+05  2.00E+00  1.25E+00  6.36E-03
     162  1.04074121E+00  7.23911461E-03   9.00000000E+05  3.90871878E-13 -1.57521114E-11  5.41618244E-14  6.03451687E+05  4.72484465E-15  3.52156997E-15 -4.68984122E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.70E+05  2.00E+00  1.25E+00  6.31E-03
     164  1.05358987E+00  7.23911441E-03   9.00000000E+05  3.90827317E-13 -3.61257552E-11  5.68904394E-14  6.03451708E+05  5.14963506E-15  3.40344614E-15 -4.79869688E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.42E+05  2.00E+00  1.49E+00  7.55E-03
     166  1.06643853E+00  7.23911420E-03   9.00000000E+05  3.41146951E-13 -5.23056312E-11  5.72792919E-14  6.03451729E+05  5.78248387E-15  3.30397060E-15 -4.90710481E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.38E+05  2.00E+00  1.54E+00  7.79E-03
     168  1.07928718E+00  7.23911399E-03   9.00000000E+05  3.97992620E-13 -6.43804610E-11  1.45923624E-13  6.03451750E+05  6.48211953E-15  3.30659979E-15 -5.01483884E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.52E+05  2.00E+00  1.39E+00  7.04E-03
     170  1.09213584E+00  7.23911376E-03   9.00000000E+05  3.58901439E-13 -7.34269659E-11  1.24250606E-13  6.03451771E+05  6.95049487E-15  3.47831030E-15 -5.12226259E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.59E+05  2.00E+00  1.34E+00  6.76E-03
     172  1.10498450E+00  7.23911352E-03   9.00000000E+05  4.05023671E-13 -8.08463695E-11  1.32057827E-13  6.03451792E+05  7.19118775E-15  3.83804859E-15 -5.22939948E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.60E+05  2.00E+00  1.33E+00  6.69E-03
     174  1.11783316E+00  7.23911327E-03   9.00000000E+05  5.22365408E-13 -8.70601508E-11  1.29929037E-13  6.03451812E+05  7.34785496E-15  4.35556539E-15 -5.33616113E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.59E+05  2.00E+00  1.33E+00  6.71E-03
     176  1.13068181E+00  7.23911302E-03   9.00000000E+05  7.00023969E-13 -9.22336292E-11  1.13187471E-13  6.03451833E+05  7.59499885E-15  4.97071460E-15 -5.44245300E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.68E+05  2.00E+00  1.26E+00  6.37E-03
     178  1.14353047E+00  7.23911277E-03   9.00000000E+05  6.36064010E-13 -9.67140764E-11  8.90621229E-14  6.03451854E+05  7.92877049E-15  5.59949765E-15 -5.54871016E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.74E+05  2.00E+00  1.22E+00  6.14E-03
     180  1.15637913E+00  7.23911252E-03   9.00000000E+05  5.36567644E-13 -1.00206679E-10  6.45071629E-14  6.03451875E+05  8.28021462E-15  6.16843274E-15 -5.65486112E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.75E+05  2.00E+00  1.21E+00  6.09E-03
     182  1.16922778E+00  7.23911227E-03   9.00000000E+05  3.41142316E-13 -1.03626187E-10  4.33016389E-14  6.03451896E+05  8.56975081E-15  6.59425314E-15 -5.76082490E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.68E+05  2.00E+00  1.26E+00  6.36E-03
     184  1.18207644E+00  7.23911202E-03   9.00000000E+05  2.16779014E-13 -1.24458956E-10  2.70730568E-14  6.03451917E+05  9.02153786E-15  6.86302686E-15 -5.86610321E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.64E+05  2.00E+00  1.29E+00  6.48E-03
     186  1.19492510E+00  7.23911178E-03   9.00000000E+05  6.04511558E-14 -1.35577317E-10  1.43178926E-14  6.03451937E+05  9.08263265E-15  6.89471267E-15 -5.97108307E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.62E+05  2.00E+00  1.31E+00  6.57E-03
     188  1.20777375E+00  7.23911153E-03   9.00000000E+05  3.91355242E-14 -1.42854706E-10 -4.70751300E-14  6.03451958E+05  9.17679561E-15  6.69996285E-15 -6.07595963E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.64E+05  2.00E+00  1.30E+00  6.51E-03
     190  1.22062241E+00  7.23911128E-03   9.00000000E+05  3.91260917E-14 -1.46521388E-10 -1.52356880E-13  6.03451979E+05  9.69379741E-15  6.26950748E-15 -6.18056954E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.56E+05  2.00E+00  1.36E+00  6.82E-03
     192  1.23347107E+00  7.23911104E-03   9.00000000E+05  6.04272491E-14 -1.48460629E-10 -2.32375466E-13  6.03452000E+05  1.04672130E-14  5.60125947E-15 -6.28477868E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.54E+05  2.00E+00  1.38E+00  6.92E-03
     194  1.24631973E+00  7.23911080E-03   9.00000000E+05  3.19917161E-14 -1.49571557E-10 -2.91736179E-13  6.03452021E+05  1.12429597E-14  4.69895932E-15 -6.38800585E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.69E+05  2.00E+00  1.25E+00  6.28E-03
     196  1.25916838E+00  7.23911055E-03   9.00000000E+05  2.20274374E-13 -1.50144962E-10 -3.35699804E-13  6.03452042E+05  1.19176045E-14  3.59131128E-15 -6.49101527E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.70E+05  2.00E+00  1.25E+00  6.24E-03
     198  1.27201704E+00  7.23911030E-03   9.00000000E+05  2.38022763E-13 -1.50504798E-10 -3.69432837E-13  6.03452062E+05  1.24653434E-14  2.32886627E-15 -6.59297722E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.66E+05  2.00E+00  1.28E+00  6.40E-03
     200  1.28486570E+00  7.23911004E-03   9.00000000E+05  2.69980923E-13 -1.50586545E-10 -3.95703883E-13  6.03452083E+05  1.29021143E-14  9.79630873E-16 -6.69461900E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.50E+05  2.00E+00  1.41E+00  7.06E-03
     202  1.29771435E+00  7.23910979E-03   9.00000000E+05  1.13658920E-13 -1.50561539E-10 -4.16952870E-13  6.03452104E+05  1.33301573E-14 -3.82696262E-16 -6.79516066E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.46E+05  2.00E+00  1.45E+00  7.24E-03
     204  1.31056301E+00  7.23910953E-03   9.00000000E+05  1.06547637E-13 -1.50652983E-10 -4.34401050E-13  6.03452125E+05  1.38851062E-14 -1.64703863E-15 -6.89489838E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.50E+05  2.00E+00  1.42E+00  7.08E-03
     206  1.32341167E+00  7.23910928E-03   9.00000000E+05 -1.78095386E-14 -1.50461744E-10 -4.48984518E-13  6.03452146E+05  1.46034985E-14 -2.73351762E-15 -6.99378146E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.71E+05  2.00E+00  1.24E+00  6.20E-03
     208  1.33626032E+00  7.23910903E-03   9.00000000E+05 -9.59652822E-14 -1.50807613E-10 -4.61462059E-13  6.03452167E+05  1.54810518E-14 -3.60600222E-15 -7.09176137E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.60E+05  2.00E+00  1.33E+00  6.60E-03
     210  1.34910898E+00  7.23910878E-03   9.00000000E+05  3.54749867E-14 -1.50771100E-10 -4.72255122E-13  6.03452187E+05  1.65185248E-14 -4.25009962E-15 -7.18820341E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.39E+05  2.00E+00  1.52E+00  7.58E-03
     212  1.36195764E+00  7.23910853E-03   9.00000000E+05  1.98875096E-13 -1.50798974E-10 -4.81597021E-13  6.03452208E+05  1.77380354E-14 -4.64605025E-15 -7.28414704E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.34E+05  2.00E+00  1.58E+00  7.87E-03
     214  1.37480629E+00  7.23910828E-03   9.00000000E+05  2.13069959E-13 -1.50943660E-10 -4.89784564E-13  6.03452229E+05  1.90243329E-14 -4.82800648E-15 -7.37850051E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.66E+05  2.00E+00  1.28E+00  6.34E-03
     216  1.38765495E+00  7.23910803E-03   9.00000000E+05  1.91751834E-13 -1.51270191E-10 -4.96945584E-13  6.03452250E+05  2.02043243E-14 -4.86354121E-15 -7.47163261E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.83E+05  2.00E+00  1.16E+00  5.77E-03
     218  1.40050361E+00  7.23910778E-03   9.00000000E+05  1.27803475E-13 -1.51207422E-10 -5.02488073E-13  6.03452271E+05  2.11210715E-14 -4.82735596E-15 -7.56354680E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.84E+05  2.00E+00  1.16E+00  5.74E-03
     220  1.41335227E+00  7.23910754E-03   9.00000000E+05  4.60946927E-14 -1.51247487E-10 -5.08155143E-13  6.03452292E+05  2.17424819E-14 -4.70638611E-15 -7.65436884E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.75E+05  2.00E+00  1.22E+00  6.03E-03
     222  1.42620092E+00  7.23910729E-03   9.00000000E+05  1.13607528E-13 -1.51263828E-10 -5.14398711E-13  6.03452312E+05  2.21628271E-14 -4.49472274E-15 -7.74414021E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.79E+05  2.00E+00  1.19E+00  5.89E-03
     224  1.43904958E+00  7.23910705E-03   9.00000000E+05  1.63353055E-13 -1.51221105E-10 -5.20495099E-13  6.03452333E+05  2.23862812E-14 -4.15837612E-15 -7.83283353E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.82E+05  2.00E+00  1.17E+00  5.79E-03
     226  1.45189824E+00  7.23910681E-03   9.00000000E+05  3.97840560E-13 -1.51145194E-10 -5.28323316E-13  6.03452354E+05  2.24671627E-14 -3.67249091E-15 -7.92002609E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.83E+05  2.00E+00  1.16E+00  5.73E-03
     228  1.46474689E+00  7.23910657E-03   9.00000000E+05  3.76546938E-13 -1.50959321E-10 -5.33402851E-13  6.03452375E+05  2.26636201E-14 -2.97925204E-15 -8.00592262E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.85E+05  2.00E+00  1.15E+00  5.68E-03
     230  1.47759555E+00  7.23910633E-03   9.00000000E+05  5.36413307E-13 -1.50872689E-10 -5.37904323E-13  6.03452396E+05  2.32870906E-14 -1.91499919E-15 -8.09067763E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.82E+05  2.00E+00  1.17E+00  5.76E-03
     232  1.49044421E+00  7.23910610E-03   9.00000000E+05  3.73005988E-13 -1.50592178E-10 -5.41663482E-13  6.03452417E+05  2.43665223E-14 -2.54489355E-16 -8.17403584E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.74E+05  2.00E+00  1.22E+00  6.01E-03
     234  1.50329286E+00  7.23910586E-03   9.00000000E+05  4.76047045E-13 -1.50657611E-10 -5.44956001E-13  6.03452437E+05  2.56935857E-14  2.18355607E-15 -8.25621018E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.70E+05  2.00E+00  1.25E+00  6.16E-03
     236  1.51614152E+00  7.23910563E-03   9.00000000E+05  3.97891789E-13 -1.50231938E-10 -5.48488148E-13  6.03452458E+05  2.69843826E-14  5.62486798E-15 -8.33742870E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.80E+05  2.00E+00  1.18E+00  5.80E-03
     238  1.52899018E+00  7.23910540E-03   9.00000000E+05  4.29882584E-13 -1.49936952E-10 -5.54295691E-13  6.03452479E+05  2.80474971E-14  1.03457282E-14 -8.41819620E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.53E+05  2.00E+00  1.39E+00  6.86E-03
     240  1.54183884E+00  7.23910517E-03   9.00000000E+05  4.65405871E-13 -1.49588938E-10 -5.59396713E-13  6.03452500E+05  2.88407536E-14  1.63188148E-14 -8.49857048E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.72E+05  2.00E+00  1.23E+00  6.07E-03
     242  1.55468749E+00  7.23910495E-03   9.00000000E+05  3.76380459E-13 -1.53553226E-10 -5.67475076E-13  6.03452521E+05  2.94944191E-14  2.33679721E-14 -8.57836500E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.79E+05  2.00E+00  1.19E+00  5.84E-03
     244  1.56753615E+00  7.23910472E-03   9.00000000E+05  3.62200612E-13 -1.58051919E-10 -5.67409455E-13  6.03452542E+05  3.01666244E-14  3.09817276E-14 -8.65776073E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.68E+05  2.00E+00  1.26E+00  6.20E-03
     246  1.58038481E+00  7.23910450E-03   9.00000000E+05  3.12440503E-13 -1.60795405E-10 -5.84471809E-13  6.03452562E+05  3.08219162E-14  3.84449959E-14 -8.73656711E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.82E+05  2.00E+00  1.17E+00  5.74E-03
     248  1.59323346E+00  7.23910428E-03   9.00000000E+05  4.22984672E-13 -1.61862815E-10 -6.01619740E-13  6.03452583E+05  3.12830816E-14  4.47876328E-14 -8.81465019E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.81E+05  2.00E+00  1.17E+00  5.75E-03
     250  1.60608212E+00  7.23910406E-03   9.00000000E+05  4.43998462E-13 -1.62511407E-10 -5.52704001E-13  6.03452604E+05  3.14932542E-14  4.85394873E-14 -8.89205239E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.81E+05  2.00E+00  1.17E+00  5.77E-03
     252  1.61893078E+00  7.23910384E-03   9.00000000E+05  5.30585883E-13 -1.62528643E-10 -5.27995758E-13  6.03452625E+05  3.15507169E-14  4.88469942E-14 -8.96945574E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.85E+05  2.00E+00  1.15E+00  5.63E-03
     254  1.63177943E+00  7.23910362E-03   9.00000000E+05  5.02544078E-13 -1.62105218E-10 -5.03601704E-13  6.03452646E+05  3.15689857E-14  4.51800869E-14 -9.04664163E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.49E+05  2.00E+00  1.43E+00  7.00E-03
     256  1.64462809E+00  7.23910340E-03   9.00000000E+05  5.80806670E-13 -1.61742814E-10 -4.93254553E-13  6.03452667E+05  3.16272616E-14  3.75004390E-14 -9.10556901E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.70E+05  2.00E+00  1.24E+00  6.10E-03
     258  1.65747675E+00  7.23910319E-03   9.00000000E+05  6.65868727E-13 -1.60931588E-10 -4.99804909E-13  6.03452687E+05  3.16821222E-14  2.65232443E-14 -9.10662208E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.43E+05  2.00E+00  1.48E+00  7.24E-03
     260  1.67032540E+00  1.17541013E-03   9.00000000E+05  5.58951973E-13 -1.60078395E-10 -5.01395691E-13  6.03452708E+05  3.12680654E-14  1.33815265E-14 -9.09318984E-11   7.50000000E-01  2.50000000E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       12      16       0       0       0       0 |   0.00E+00  0.00E+00  2.06E+05  3.50E+00  1.11E+01  5.44E-02
