it global_time dt rho m1 m2 m3 e b1 b2 b3 c1 c2 c3 c4 c5 c6 n1 n2 n3 n4 n5 n6 | Xload Xmemory 'Cell_Updates /second/core' 'Active_Blocks/Core' 'Wct Per Code Time [s]' 'TimeToFinish [hrs]'
     128  8.22314045E-01  7.23914949E-03   9.00000000E+05 -3.09110214E-13 -2.09606272E-13  5.47634820E-14  6.03450000E+05 -2.15268341E-16  1.18964083E-16 -2.84798403E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.89E+05  2.00E+00  1.12E+00  5.74E-03
     130  8.35162702E-01  7.23914948E-03   9.00000000E+05 -3.41085179E-13 -4.01433281E-13  9.30387528E-14  6.03450000E+05 -4.77048956E-16  1.38533933E-16 -2.95042892E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.78E+05  2.00E+00  1.19E+00  6.10E-03
     132  8.48011359E-01  7.23914948E-03   9.00000000E+05 -3.48190037E-13 -4.65370093E-13  1.04857427E-13  6.03450000E+05 -6.86787866E-16  1.72008675E-16 -3.05338604E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.87E+05  2.00E+00  1.14E+00  5.81E-03
     134  8.60860016E-01  7.23914947E-03   9.00000000E+05 -4.47665044E-13 -3.12591424E-13  1.04830763E-13  6.03450000E+05 -7.98569110E-16  2.15674917E-16 -3.15689522E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.89E+05  2.00E+00  1.13E+00  5.76E-03
     136  8.73708673E-01  7.23914946E-03   9.00000000E+05 -4.22795832E-13 -3.72977379E-13  9.97364931E-14  6.03450000E+05 -8.39497742E-16  2.63705073E-16 -3.26148009E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.87E+05  2.00E+00  1.13E+00  5.79E-03
     138  8.86557330E-01  7.23914945E-03   9.00000000E+05 -4.40561433E-13 -2.69941648E-13  9.18934084E-14  6.03450000E+05 -8.66711217E-16  3.13334428E-16 -3.36686642E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.85E+05  2.00E+00  1.15E+00  5.85E-03
     140  8.99405987E-01  7.23914944E-03   9.00000000E+05 -3.69509653E-13 -3.83618803E-13  8.24882731E-14  6.03450000E+05 -9.32576499E-16  3.62692732E-16 -3.47216564E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.85E+05  2.00E+00  1.14E+00  5.84E-03
     142  9.12254644E-01  7.23914944E-03   9.00000000E+05 -3.73064725E-13 -3.87169029E-13  7.26494230E-14  6.03450000E+05 -1.04218934E-15  4.09421845E-16 -3.57790422E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.83E+05  2.00E+00  1.16E+00  5.90E-03
     144  9.25103301E-01  7.23914943E-03   9.00000000E+05 -4.68988048E-13 -2.20188539E-13  6.31070141E-14  6.03450000E+05 -1.15982527E-15  4.51895465E-16 -3.68500063E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.53E+05  2.00E+00  1.38E+00  7.05E-03
     146  9.37951958E-01  7.23914942E-03   9.00000000E+05 -4.83198957E-13 -1.49174266E-13  5.44707474E-14  6.03450000E+05 -1.28266538E-15  4.89435966E-16 -3.79287879E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.53E+05  2.00E+00  1.39E+00  7.07E-03
     148  9.50800615E-01  7.23914942E-03   9.00000000E+05 -4.90302677E-13 -2.98388599E-13  4.66370886E-14  6.03450001E+05 -1.41157702E-15  5.19061790E-16 -3.90084821E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.73E+05  2.00E+00  1.23E+00  6.26E-03
     150  9.63649272E-01  7.23914941E-03   9.00000000E+05 -3.65954093E-13 -7.81066834E-14  3.92308900E-14  6.03450001E+05 -1.54645177E-15  5.35487453E-16 -4.01005719E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.82E+05  2.00E+00  1.17E+00  5.94E-03
     152  9.76497929E-01  7.23914940E-03   9.00000000E+05 -4.79643425E-13  6.75666391E-14  3.16672585E-14  6.03450001E+05 -1.68170599E-15  5.27464357E-16 -4.11986072E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.75E+05  2.00E+00  1.21E+00  6.16E-03
     154  9.89346586E-01  7.23914939E-03   9.00000000E+05 -4.44117779E-13 -9.23027795E-14  2.48134372E-14  6.03450001E+05 -1.80649766E-15  4.79271570E-16 -4.23045887E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.67E+05  2.00E+00  1.27E+00  6.46E-03
     156  1.00219524E+00  7.23914939E-03   9.00000000E+05 -2.13194750E-13 -1.66904359E-13  1.84698211E-14  6.03450001E+05 -1.92364570E-15  3.72233711E-16 -4.34080142E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.75E+05  2.00E+00  1.22E+00  6.17E-03
     158  1.01504390E+00  7.23914938E-03   9.00000000E+05 -3.33989319E-13 -2.27302172E-13  1.27552557E-14  6.03450001E+05 -2.02789174E-15  1.86211723E-16 -4.45096379E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.51E+05  2.00E+00  1.40E+00  7.12E-03
     160  1.02789256E+00  7.23914938E-03   9.00000000E+05 -2.45169499E-13 -1.81118860E-13  7.47995483E-15  6.03450001E+05 -2.13885984E-15 -1.22026955E-16 -4.56040322E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.57E+05  2.00E+00  1.35E+00  6.83E-03
     162  1.04074121E+00  7.23914937E-03   9.00000000E+05 -2.20297711E-13 -1.95336680E-13  2.75755303E-15  6.03450001E+05 -2.25459842E-15 -5.77608707E-16 -4.66955199E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.51E+05  2.00E+00  1.41E+00  7.12E-03
     164  1.05358987E+00  7.23914936E-03   9.00000000E+05 -4.93853168E-13  8.17823321E-14 -1.58497144E-15  6.03450001E+05 -2.35792288E-15 -1.20159416E-15 -4.77792969E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.49E+05  2.00E+00  1.43E+00  7.21E-03
     166  1.06643853E+00  7.23914936E-03   9.00000000E+05 -3.05553841E-13  1.24421876E-13 -5.47225974E-15  6.03450001E+05 -2.44498432E-15 -1.99959407E-15 -4.88587750E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.38E+05  2.00E+00  1.54E+00  7.76E-03
     168  1.07928718E+00  7.23914935E-03   9.00000000E+05 -1.38574509E-13 -1.63321803E-13 -1.04269132E-13  6.03450001E+05 -2.52770894E-15 -2.86925973E-15 -4.99317345E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.43E+05  2.00E+00  1.49E+00  7.52E-03
     170  1.09213584E+00  7.23914934E-03   9.00000000E+05 -2.09625340E-13 -2.62765734E-13 -9.85104230E-14  6.03450001E+05 -2.57861224E-15 -3.75423976E-15 -5.10017733E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.45E+05  2.00E+00  1.47E+00  7.40E-03
     172  1.10498450E+00  7.23914934E-03   9.00000000E+05 -3.51730608E-13 -3.26662227E-13 -9.75219220E-14  6.03450001E+05 -2.61520406E-15 -4.84063744E-15 -5.20690833E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.48E+05  2.00E+00  1.43E+00  7.23E-03
     174  1.11783316E+00  7.23914933E-03   9.00000000E+05 -5.08043314E-13 -2.27127318E-13 -9.64334576E-14  6.03450001E+05 -2.60203100E-15 -5.88014338E-15 -5.31327759E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.55E+05  2.00E+00  1.37E+00  6.91E-03
     176  1.13068181E+00  7.23914933E-03   9.00000000E+05 -6.64345911E-13 -3.19428295E-13 -9.71844065E-14  6.03450001E+05 -2.58099748E-15 -6.62461080E-15 -5.41919029E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.52E+05  2.00E+00  1.40E+00  7.06E-03
     178  1.14353047E+00  7.23914932E-03   9.00000000E+05 -7.06957984E-13 -3.05156074E-13 -3.70624009E-15  6.03450001E+05 -2.57031809E-15 -6.90804835E-15 -5.52507773E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.60E+05  2.00E+00  1.32E+00  6.66E-03
     180  1.15637913E+00  7.23914932E-03   9.00000000E+05 -6.96287375E-13 -3.72617207E-13  3.35896268E-14  6.03450001E+05 -2.51393958E-15 -6.68266983E-15 -5.63086890E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.63E+05  2.00E+00  1.30E+00  6.54E-03
     182  1.16922778E+00  7.23914931E-03   9.00000000E+05 -8.13517927E-13 -4.79199349E-13  5.45166600E-14  6.03450001E+05 -2.47620934E-15 -5.98818412E-15 -5.73648264E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.66E+05  2.00E+00  1.28E+00  6.41E-03
     184  1.18207644E+00  7.23914930E-03   9.00000000E+05 -1.11905683E-12 -3.97768637E-13  6.71620149E-14  6.03450001E+05 -2.47881143E-15 -4.72338097E-15 -5.84150370E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.52E+05  2.00E+00  1.40E+00  7.03E-03
     186  1.19492510E+00  7.23914930E-03   9.00000000E+05 -1.13675958E-12 -3.26770674E-13  7.62865384E-14  6.03450001E+05 -2.47447462E-15 -2.90368315E-15 -5.94611329E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.55E+05  2.00E+00  1.37E+00  6.90E-03
     188  1.20777375E+00  7.23914929E-03   9.00000000E+05 -1.16870169E-12 -2.23835138E-13  8.59850589E-14  6.03450001E+05 -2.43099811E-15 -8.24617067E-16 -6.05066242E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.58E+05  2.00E+00  1.34E+00  6.74E-03
     190  1.22062241E+00  7.23914928E-03   9.00000000E+05 -1.18648109E-12 -1.84855820E-13  9.75970674E-14  6.03450001E+05 -2.38172112E-15  1.13505125E-15 -6.15496343E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.67E+05  2.00E+00  1.27E+00  6.35E-03
     192  1.23347107E+00  7.23914928E-03   9.00000000E+05 -1.27532755E-12 -6.06282196E-14  1.10029661E-13  6.03450001E+05 -2.35120083E-15  2.61303566E-15 -6.25887812E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.63E+05  2.00E+00  1.30E+00  6.53E-03
     194  1.24631973E+00  7.23914927E-03   9.00000000E+05 -1.21852772E-12  4.22929514E-14  1.26085794E-13  6.03450001E+05 -2.31867477E-15  3.33777060E-15 -6.36182709E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.61E+05  2.00E+00  1.32E+00  6.60E-03
     196  1.25916838E+00  7.23914926E-03   9.00000000E+05 -1.22568383E-12 -4.02119744E-15  1.45840608E-13  6.03450001E+05 -2.27498142E-15  3.15299544E-15 -6.46457111E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.49E+05  2.00E+00  1.43E+00  7.14E-03
     198  1.27201704E+00  7.23914926E-03   9.00000000E+05 -1.48508441E-12 -7.16954301E-14  1.63869630E-13  6.03450001E+05 -2.24581638E-15  2.06998589E-15 -6.56628469E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.36E+05  2.00E+00  1.55E+00  7.77E-03
     200  1.28486570E+00  7.23914925E-03   9.00000000E+05 -1.43539347E-12 -7.54201660E-14  1.79139655E-13  6.03450001E+05 -2.23643803E-15  2.83979654E-16 -6.66769190E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.44E+05  2.00E+00  1.47E+00  7.34E-03
     202  1.29771435E+00  7.23914925E-03   9.00000000E+05 -1.42832838E-12  7.00568618E-14  1.92905188E-13  6.03450001E+05 -2.23497436E-15 -1.84452605E-15 -6.76801555E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.30E+05  2.00E+00  1.63E+00  8.14E-03
     204  1.31056301E+00  7.23914924E-03   9.00000000E+05 -1.34664431E-12  3.43420198E-13  2.05191224E-13  6.03450001E+05 -2.22689705E-15 -3.84661378E-15 -6.86755190E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.24E+05  2.00E+00  1.72E+00  8.56E-03
     206  1.32341167E+00  7.23914924E-03   9.00000000E+05 -1.33599810E-12  3.78756827E-13  2.16136205E-13  6.03450001E+05 -2.19962937E-15 -5.19842416E-15 -6.96625092E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.35E+05  2.00E+00  1.57E+00  7.84E-03
     208  1.33626032E+00  7.23914923E-03   9.00000000E+05 -1.15137928E-12  3.39360267E-13  2.25810588E-13  6.03450001E+05 -2.14048614E-15 -5.48419274E-15 -7.06406416E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.71E+05  2.00E+00  1.24E+00  6.17E-03
     210  1.34910898E+00  7.23914923E-03   9.00000000E+05 -9.66656659E-13  4.77726284E-13  2.34336896E-13  6.03450001E+05 -2.05282839E-15 -4.49483116E-15 -7.16036375E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.65E+05  2.00E+00  1.28E+00  6.40E-03
     212  1.36195764E+00  7.23914922E-03   9.00000000E+05 -9.66232899E-13  5.52007767E-13  2.41583283E-13  6.03450001E+05 -1.93985453E-15 -2.26289256E-15 -7.25617871E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.66E+05  2.00E+00  1.28E+00  6.37E-03
     214  1.37480629E+00  7.23914922E-03   9.00000000E+05 -9.65960276E-13  4.34412068E-13  2.47811334E-13  6.03450001E+05 -1.80714818E-15  8.61425731E-16 -7.35042821E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.61E+05  2.00E+00  1.32E+00  6.56E-03
     216  1.38765495E+00  7.23914921E-03   9.00000000E+05 -9.23230947E-13  3.38339748E-13  2.52959254E-13  6.03450001E+05 -1.66229877E-15  4.27528022E-15 -7.44346442E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.50E+05  2.00E+00  1.42E+00  7.05E-03
     218  1.40050361E+00  7.23914921E-03   9.00000000E+05 -9.62340505E-13  2.17475736E-13  2.57035895E-13  6.03450001E+05 -1.50969732E-15  7.26992793E-15 -7.53528400E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.40E+05  2.00E+00  1.51E+00  7.52E-03
     220  1.41335227E+00  7.23914921E-03   9.00000000E+05 -8.91357843E-13  7.53084390E-14  2.59957129E-13  6.03450001E+05 -1.34744646E-15  9.17958743E-15 -7.62601532E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.39E+05  2.00E+00  1.52E+00  7.56E-03
     222  1.42620092E+00  7.23914920E-03   9.00000000E+05 -8.91372588E-13  6.81172919E-14  2.62197023E-13  6.03450001E+05 -1.17332359E-15  9.58583798E-15 -7.71570308E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.74E+05  2.00E+00  1.22E+00  6.05E-03
     224  1.43904958E+00  7.23914920E-03   9.00000000E+05 -6.21295170E-13  4.67658681E-14  2.63299406E-13  6.03450001E+05 -9.88575541E-16  8.43810156E-15 -7.80432232E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.88E+05  2.00E+00  1.13E+00  5.60E-03
     226  1.45189824E+00  7.23914919E-03   9.00000000E+05 -5.35987704E-13 -1.30912208E-13  2.63718321E-13  6.03450001E+05 -7.97213857E-16  6.07754949E-15 -7.89145815E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.86E+05  2.00E+00  1.14E+00  5.65E-03
     228  1.46474689E+00  7.23914918E-03   9.00000000E+05 -5.00482360E-13 -2.23341365E-13  2.63170372E-13  6.03450001E+05 -6.03846400E-16  3.19403250E-15 -7.97729611E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.88E+05  2.00E+00  1.13E+00  5.58E-03
     230  1.47759555E+00  7.23914917E-03   9.00000000E+05 -6.24887403E-13 -2.90940882E-13  2.61517445E-13  6.03450001E+05 -4.11454724E-16  6.90501259E-16 -8.06200967E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.78E+05  2.00E+00  1.19E+00  5.89E-03
     232  1.49044421E+00  7.23914917E-03   9.00000000E+05 -5.78781706E-13 -3.55028452E-13  2.59162700E-13  6.03450001E+05 -2.23887749E-16 -5.20688093E-16 -8.14533043E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.85E+05  2.00E+00  1.15E+00  5.68E-03
     234  1.50329286E+00  7.23914916E-03   9.00000000E+05 -7.28073634E-13 -3.01828251E-13  2.56233802E-13  6.03450001E+05 -4.08202118E-17  2.72622636E-16 -8.22746993E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.82E+05  2.00E+00  1.16E+00  5.75E-03
     236  1.51614152E+00  7.23914915E-03   9.00000000E+05 -7.70769516E-13 -2.23798058E-13  2.52856797E-13  6.03450001E+05  1.38615248E-16  3.40455745E-15 -8.30865040E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.88E+05  2.00E+00  1.13E+00  5.57E-03
     238  1.52899018E+00  7.23914914E-03   9.00000000E+05 -7.03311053E-13 -2.77216049E-13  2.49211791E-13  6.03450001E+05  3.16695455E-16  8.72164754E-15 -8.38938200E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.89E+05  2.00E+00  1.13E+00  5.55E-03
     240  1.54183884E+00  7.23914914E-03   9.00000000E+05 -6.21614739E-13 -4.05240620E-13  2.45464544E-13  6.03450001E+05  4.93854090E-16  1.55629361E-14 -8.46970872E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.89E+05  2.00E+00  1.12E+00  5.53E-03
     242  1.55468749E+00  7.23914913E-03   9.00000000E+05 -7.21433167E-13 -4.49814014E-13  2.41492237E-13  6.03450001E+05  6.70958514E-16  2.28374448E-14 -8.54945130E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.86E+05  2.00E+00  1.14E+00  5.61E-03
     244  1.56753615E+00  7.23914912E-03   9.00000000E+05 -7.49752962E-13 -3.15091892E-13  2.35492134E-13  6.03450001E+05  8.46599266E-16  2.92083794E-14 -8.62878847E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.45E+05  2.00E+00  1.46E+00  7.19E-03
     246  1.58038481E+00  7.23914911E-03   9.00000000E+05 -7.71205474E-13 -2.75844939E-13  2.84380084E-13  6.03450001E+05  1.02207739E-15  3.33585698E-14 -8.70753477E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.50E+05  2.00E+00  1.41E+00  6.95E-03
     248  1.59323346E+00  7.23914911E-03   9.00000000E+05 -6.11159994E-13 -3.42512965E-13  3.06968589E-13  6.03450001E+05  1.20335599E-15  3.42772143E-14 -8.78556104E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.64E+05  2.00E+00  1.29E+00  6.35E-03
     250  1.60608212E+00  7.23914910E-03   9.00000000E+05 -4.26258529E-13 -3.15456726E-13  3.30004965E-13  6.03450001E+05  1.38344197E-15  3.15332341E-14 -8.86291039E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.67E+05  2.00E+00  1.27E+00  6.22E-03
     252  1.61893078E+00  7.23914909E-03   9.00000000E+05 -3.94203442E-13 -3.02025955E-13  3.53679671E-13  6.03450001E+05  1.54834912E-15  2.54131297E-14 -8.94025984E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.75E+05  2.00E+00  1.22E+00  5.96E-03
     254  1.63177943E+00  7.23914908E-03   9.00000000E+05 -3.15971099E-13 -3.09493127E-13  3.79088457E-13  6.03450001E+05  1.71217207E-15  1.69973898E-14 -9.01738918E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.62E+05  2.00E+00  1.31E+00  6.44E-03
     256  1.64462809E+00  7.23914908E-03   9.00000000E+05 -3.44359415E-13 -1.99239713E-13  4.11153567E-13  6.03450001E+05  1.85886462E-15  7.96926544E-15 -9.07635850E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.71E+05  2.00E+00  1.24E+00  6.09E-03
     258  1.65747675E+00  7.23914907E-03   9.00000000E+05 -5.11330019E-13 -2.09263488E-14  4.41112865E-13  6.03450001E+05  1.95937017E-15  1.98815573E-16 -9.07778174E-11   1.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       16       0       0       0       0       0 |   0.00E+00  0.00E+00  1.60E+05  2.00E+00  1.33E+00  6.49E-03
